,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,train,YearsOld,YearSinceRemodel,YearSinceGarageBlt,YrSold-Month,BsmtBath,Bath,Basement,BsmtScore,TotalSF,SF_score,add_TotalBaths,add_TotRmsAbvGrdWBath,add_SFPerRm,add_GarageSpacious,add_PorchSF,add_OutdoorSF,add_YardSF,add_NormalSale_bi,add_Cond1_2_NearRlrd_bi,add_Cond1_2_NearPosFtr_bi,add_Cond1_2_NearBusyRd_bi,add_HasPool_bi,add_HasDeck_bi,add_HasPorch_bi,add_MasVnrStoneBrick_bi,add_HasFinishedBasement_bi,OverallQual_exp,YearsOld_log,YearSinceGarageBlt_log,YearSinceRemodel_log
162,163,s20,RL,95.0,12182,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,4,3,PConc,4,3,2,4,1201.0,1,0.0,340.0,1541.0,GasA,5,1,SBrkr,1541,0,0,1541,3,1,4,7,7,1,4,Attchd,2,2.0,532.0,3,3,2,0,70,0,0,0,0,0,No_fence,No_miscFeature,0,m5,y2010,New,Partial,1,5,5,5,2010-5,0.0,2.0,1,112.59441217213349,3082.0,2696.75,2.0,9.0,171.22222222222223,0,70,10641,10571,0,0,0,0,1,0,1,1,0,32.11545195869231,2.1654221804855953,2.1654221804855953,2.1654221804855953
163,164,s45,RL,55.0,5500,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,882.0,882.0,GasA,5,1,SBrkr,882,0,0,882,1,1,3,4,7,0,0,No_garage,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,MnPrv,No_miscFeature,0,m4,y2007,WD,Normal,1,51,51,135,2007-4,0.0,1.0,1,71.22491460634157,1764.0,1543.5,1.0,5.0,176.4,0,0,4618,4618,1,0,0,0,1,0,0,0,0,6.38905609893065,4.002197873487609,4.932445127059181,4.002197873487609
164,165,s40,RM,40.0,5400,Pave,Pave,0,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,3,2,2,370.0,1,0.0,779.0,1149.0,GasA,4,1,FuseA,1149,467,0,1616,3,1,4,5,7,0,0,Detchd,1,1.0,216.0,3,3,2,0,0,183,0,0,0,0,No_fence,No_miscFeature,0,m10,y2007,WD,Normal,1,81,3,81,2007-10,0.0,2.0,1,79.7921249196145,2765.0,2477.75,2.0,7.0,230.85714285714286,0,183,4251,4068,1,0,0,0,1,0,1,0,0,19.085536923187668,4.439331420498014,4.439331420498014,1.904832441554448
165,166,s190,RL,62.0,10106,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,5,351.0,3,181.0,112.0,644.0,GasA,4,1,SBrkr,808,547,0,1355,4,2,3,6,7,0,0,No_garage,0,0.0,0.0,0,0,2,140,0,0,0,0,0,0,No_fence,No_miscFeature,0,m9,y2008,WD,Normal,1,68,9,136,2008-9,1.0,2.0,1,85.66733959881111,1999.0,1838.0,3.0,9.0,150.55555555555554,0,0,9298,9158,1,0,0,0,1,1,0,0,0,11.182493960703473,4.27274569179156,4.939628122614659,2.5430404724093343
166,167,s20,RL,63.055550964631394,10708,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,1,2,379.0,4,768.0,470.0,1617.0,GasA,5,1,FuseA,1867,0,0,1867,2,1,3,7,7,3,4,Attchd,3,1.0,303.0,3,3,2,476,0,0,0,142,0,0,GdWo,No_miscFeature,0,m11,y2009,COD,Normal,1,54,16,54,2009-11,1.0,1.0,1,89.84400970830234,3484.0,3079.75,2.0,9.0,207.44444444444446,0,142,8841,8223,1,0,0,0,1,1,1,0,0,11.182493960703473,4.0555739661109,4.0555739661109,2.981546217004304
167,168,s60,RL,86.0,10562,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,1,6,1288.0,1,0.0,294.0,1582.0,GasA,5,1,SBrkr,1610,551,0,2161,3,1,5,8,7,1,4,Attchd,3,3.0,789.0,3,3,2,178,120,0,0,0,0,0,No_fence,No_miscFeature,0,m11,y2007,New,Partial,1,0,0,0,2007-11,1.0,1.5,1,136.81248858548943,3743.0,3347.5,2.5,10.5,205.8095238095238,0,120,8952,8654,0,0,0,0,1,1,1,1,0,53.598150033144236,1.3132616875182228,1.3132616875182228,1.3132616875182228
168,169,s60,RL,62.0,8244,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,840.0,840.0,GasA,5,1,SBrkr,840,880,0,1720,3,1,4,7,7,1,4,Attchd,3,2.0,440.0,3,3,2,100,48,0,0,0,0,0,No_fence,No_miscFeature,0,m5,y2007,WD,Normal,1,3,3,3,2007-5,0.0,2.5,1,84.18239574966185,2560.0,2350.0,2.5,9.5,181.05263157894737,0,48,7404,7256,1,0,0,0,1,1,1,0,0,32.11545195869231,1.904832441554448,1.904832441554448,1.904832441554448
169,170,s20,RL,77.93654107420032,16669,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653.0,4,3,CBlock,4,3,1,1,0.0,1,0.0,1686.0,1686.0,GasA,3,1,SBrkr,1707,0,0,1707,2,1,3,6,7,1,3,Attchd,2,2.0,511.0,3,3,2,574,64,0,0,0,0,0,No_fence,No_miscFeature,0,m1,y2006,WD,Normal,1,25,25,25,2006-1,0.0,2.5,1,92.88383853182461,3393.0,2971.5,2.5,8.5,200.8235294117647,0,64,14962,14324,1,0,0,0,1,1,1,1,0,53.598150033144236,3.3575339174760632,3.3575339174760632,3.3575339174760632
170,171,s50,RM,92.04298453836566,12358,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,360.0,1,0.0,360.0,720.0,GasA,3,1,SBrkr,854,0,528,1382,2,1,3,7,7,0,0,Detchd,1,2.0,660.0,3,3,2,237,0,0,0,0,0,0,No_fence,No_miscFeature,0,m5,y2007,WD,Normal,1,66,66,16,2007-5,0.0,1.5,1,75.67735007877691,2102.0,1790.0,1.5,8.5,162.58823529411765,0,0,11504,11267,1,0,0,2,1,1,0,0,0,11.182493960703473,4.244462576464894,2.981546217004304,4.244462576464894
171,172,s20,RL,141.0,31770,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,3,3,CBlock,3,4,4,4,639.0,1,0.0,441.0,1080.0,GasA,2,1,SBrkr,1656,0,0,1656,3,1,3,7,7,2,4,Attchd,3,2.0,528.0,3,3,1,210,62,0,0,0,0,0,No_fence,No_miscFeature,0,m5,y2010,WD,Normal,1,50,50,50,2010-5,1.0,1.0,1,103.2128578556193,2736.0,2466.0,2.0,9.0,184.0,0,62,30114,29842,1,0,0,0,1,1,1,1,0,19.085536923187668,3.9837533873099438,3.9837533873099438,3.9837533873099438
172,173,s160,RL,44.0,5306,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,4,PConc,4,4,1,6,495.0,3,215.0,354.0,1064.0,GasA,4,1,SBrkr,1064,703,0,1767,2,1,4,5,7,1,3,Attchd,2,2.0,504.0,4,3,2,441,35,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2006,WD,Normal,1,19,19,19,2006-6,1.0,2.0,1,113.13678357092155,2831.0,2565.0,3.0,8.0,220.875,0,35,4242,3766,1,0,0,0,1,1,1,0,0,32.11545195869231,3.1231699672459294,3.1231699672459294,3.1231699672459294
173,174,s20,RL,80.0,10197,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,3,3,CBlock,3,3,1,5,288.0,3,374.0,700.0,1362.0,GasA,3,1,SBrkr,1362,0,0,1362,3,1,3,6,7,1,3,Attchd,1,2.0,504.0,3,3,2,0,20,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2008,COD,Normal,1,47,47,47,2008-6,1.0,1.5,1,85.85154261153856,2724.0,2383.5,2.5,8.5,160.23529411764707,0,20,8835,8815,1,0,0,0,1,0,1,0,0,19.085536923187668,3.9262864339333143,3.9262864339333143,3.9262864339333143
174,175,s20,RL,47.0,12416,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,Gable,CompShg,VinylSd,Plywood,Stone,132.0,3,3,CBlock,4,2,1,5,1398.0,2,208.0,0.0,1606.0,GasA,3,1,SBrkr,1651,0,0,1651,3,1,3,7,5,1,3,Attchd,3,2.0,616.0,3,3,2,192,0,0,0,0,0,0,No_fence,No_miscFeature,0,m11,y2008,WD,Normal,1,22,22,22,2008-11,1.0,2.0,1,111.55465518809694,3257.0,2855.5,3.0,10.0,165.1,0,0,10765,10573,1,0,0,0,1,1,0,1,0,19.085536923187668,3.247202094200952,3.247202094200952,3.247202094200952
175,176,s20,RL,84.0,12615,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,4,3,5,477.0,1,0.0,725.0,1202.0,GasA,3,1,SBrkr,2158,0,0,2158,4,1,4,7,7,1,4,Attchd,1,2.0,576.0,3,3,2,0,29,39,0,0,0,0,MnPrv,No_miscFeature,0,m6,y2007,WD,Normal,1,57,6,57,2007-6,1.0,2.0,1,99.91559961114744,3360.0,3059.5,3.0,10.0,215.8,0,68,10457,10389,1,0,0,0,1,0,1,0,0,19.085536923187668,4.106244836054261,4.106244836054261,2.2740088362278477
176,177,s60,RL,97.0,10029,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,4,3,PConc,4,3,1,6,831.0,1,0.0,320.0,1151.0,GasA,3,1,SBrkr,1164,896,0,2060,4,1,3,8,7,1,3,Attchd,1,2.0,521.0,3,3,2,0,228,0,0,192,0,0,No_fence,No_miscFeature,0,m9,y2007,WD,Normal,1,19,18,19,2007-9,0.5,2.5,1,113.56282180189952,3211.0,2923.25,3.0,11.0,187.27272727272728,0,420,8865,8445,1,0,0,0,1,0,1,1,0,19.085536923187668,3.1231699672459294,3.1231699672459294,3.078154386433002
177,178,s50,RL,91.25549038571604,13650,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,3,3,1,5,57.0,4,441.0,554.0,1052.0,GasA,5,1,SBrkr,1252,668,0,1920,4,1,4,8,7,1,4,Attchd,1,2.0,451.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m7,y2006,WD,Normal,1,48,48,48,2006-7,1.0,2.0,1,83.33416640432671,2972.0,2709.0,3.0,11.0,174.54545454545453,0,0,12398,12398,1,0,0,0,1,0,0,0,0,11.182493960703473,3.9458113327110627,3.9458113327110627,3.9458113327110627
178,179,s20,RL,63.0,17423,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,5,3,PConc,5,3,1,6,1904.0,1,0.0,312.0,2216.0,GasA,5,1,SBrkr,2234,0,0,2234,1,1,5,9,7,1,4,Attchd,3,3.0,1166.0,3,3,2,0,60,0,0,0,0,0,No_fence,No_miscFeature,0,m7,y2009,New,Partial,1,1,0,0,2009-7,1.0,2.0,1,144.8029187955499,4450.0,3896.0,3.0,12.0,186.16666666666666,1,60,15189,15129,0,0,0,0,1,0,1,1,0,89.01713130052181,1.551444713932051,1.3132616875182228,1.3132616875182228
179,180,s30,RM,60.0,8520,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,1,1,0.0,1,0.0,968.0,968.0,GasA,3,1,SBrkr,968,0,0,968,2,1,3,5,7,0,0,Detchd,1,2.0,480.0,2,3,0,0,0,184,0,0,0,0,No_fence,No_miscFeature,0,m7,y2007,WD,Normal,1,84,1,72,2007-7,0.0,1.0,1,72.20077842485304,1936.0,1694.0,1.0,6.0,161.33333333333334,0,184,7552,7368,1,0,0,0,1,0,1,0,0,11.182493960703473,4.474130336358988,4.327019634964539,1.551444713932051
180,181,s160,FV,55.31185171427262,2117,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,6,436.0,1,0.0,320.0,756.0,GasA,5,1,SBrkr,769,756,0,1525,3,1,4,5,7,1,3,Detchd,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2007,WD,Normal,1,7,7,7,2007-6,0.0,2.5,1,101.98345851518191,2281.0,2092.0,2.5,7.5,203.33333333333334,0,0,1348,1348,1,0,0,0,1,0,0,1,0,19.085536923187668,2.3719508656009087,2.3719508656009087,2.3719508656009087
181,182,s70,RL,54.0,7588,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,2,3,1,2,352.0,1,0.0,441.0,793.0,GasA,4,1,SBrkr,901,901,0,1802,4,1,3,9,7,1,4,Detchd,1,1.0,216.0,2,3,2,0,0,40,0,0,0,0,No_fence,No_miscFeature,0,m7,y2006,WD,Normal,1,86,86,86,2006-7,0.0,1.5,1,59.71905983467253,2595.0,2396.75,1.5,10.5,171.61904761904762,0,40,6687,6647,1,0,0,0,1,0,1,0,0,32.11545195869231,4.496674559094797,4.496674559094797,4.496674559094797
182,183,s20,RL,60.0,9060,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,1,SBrkr,1340,0,0,1340,3,1,3,7,7,1,4,Attchd,2,1.0,252.0,3,3,2,116,0,0,180,0,0,0,MnPrv,No_miscFeature,0,m6,y2007,WD,Normal,1,50,1,50,2007-6,0.0,1.0,0,0.0,1340.0,1340.0,1.0,8.0,167.5,0,180,7720,7424,1,0,0,2,1,1,1,1,0,11.182493960703473,3.9837533873099438,3.9837533873099438,1.551444713932051
183,184,s50,RM,63.0,11426,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1362.0,1362.0,GasA,5,1,SBrkr,1362,720,0,2082,3,1,4,6,4,0,0,Detchd,1,2.0,484.0,3,3,0,280,238,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2008,WD,Normal,1,5,5,5,2008-6,0.0,2.5,1,90.21804289620667,3444.0,3103.5,2.5,8.5,244.94117647058823,0,238,10064,9546,1,0,0,0,1,1,1,0,0,32.11545195869231,2.1654221804855953,2.1654221804855953,2.1654221804855953
184,185,s50,RL,92.0,7438,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,Gable,CompShg,AsbShng,Plywood,None,0.0,3,3,PConc,2,3,1,1,0.0,1,0.0,504.0,504.0,GasA,4,1,SBrkr,936,316,0,1252,3,1,3,5,7,0,0,Attchd,1,2.0,576.0,3,3,2,104,0,0,0,0,0,0,MnPrv,No_miscFeature,0,m6,y2006,WD,Normal,1,98,15,20,2006-6,0.0,1.0,1,52.90874664884056,1756.0,1630.0,1.0,6.0,208.66666666666666,0,0,6502,6398,1,0,0,0,1,1,0,0,0,11.182493960703473,4.622207049224268,3.1662461359435077,2.929500684169373
185,186,s75,RM,90.0,22950,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,2,1,0.0,1,0.0,1107.0,1107.0,GasA,5,1,SBrkr,1518,1518,572,3608,4,1,5,12,7,2,3,Detchd,1,3.0,840.0,5,3,2,0,260,0,0,410,0,0,GdPrv,No_miscFeature,0,m6,y2006,WD,Normal,1,114,13,13,2006-6,0.0,2.5,1,77.11343054037953,4715.0,4295.25,2.5,14.5,248.82758620689654,0,670,21432,20762,1,0,0,2,1,0,1,0,0,147.4131591025766,4.768294327849813,2.8165028409204367,2.8165028409204367
186,187,s80,RL,95.07647259282862,9947,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,6,611.0,1,0.0,577.0,1188.0,GasA,5,1,SBrkr,1217,0,0,1217,3,1,4,6,7,0,0,Attchd,1,2.0,497.0,3,3,2,168,27,0,0,0,0,0,GdPrv,No_miscFeature,0,m6,y2009,WD,Normal,1,19,18,19,2009-6,1.0,2.0,1,113.8005141006036,2405.0,2108.0,3.0,9.0,135.22222222222223,0,27,8730,8535,1,0,0,0,1,1,1,0,0,32.11545195869231,3.1231699672459294,3.1231699672459294,3.078154386433002
187,188,s50,RL,60.0,10410,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,1,1,0.0,1,0.0,660.0,660.0,GasA,5,1,SBrkr,808,704,144,1656,3,1,3,8,5,0,0,Detchd,1,1.0,180.0,2,2,0,0,0,0,140,0,0,0,MnPrv,No_miscFeature,0,m8,y2009,WD,Normal,1,93,22,93,2009-8,0.0,2.5,1,55.19690763873933,2316.0,2115.0,2.5,10.5,157.71428571428572,0,140,9602,9462,1,0,0,0,1,0,1,0,0,11.182493960703473,4.571802441761435,4.571802441761435,3.247202094200952
188,189,s90,RL,64.0,7018,Pave,No_alley,0,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,3,3,CBlock,4,3,3,6,1086.0,1,0.0,0.0,1086.0,GasA,3,1,SBrkr,1224,0,0,1224,2,2,3,6,7,2,3,Detchd,1,2.0,528.0,3,3,2,120,0,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2009,WD,Alloca,1,30,30,30,2009-6,2.0,1.0,1,129.33677241174237,2310.0,2038.5,3.0,9.0,136.0,0,0,5794,5674,0,0,0,2,1,1,0,1,0,11.182493960703473,3.5180401777565384,3.5180401777565384,3.5180401777565384
189,190,s120,RL,41.0,4923,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,5,3,3,6,1153.0,1,0.0,440.0,1593.0,GasA,5,1,SBrkr,1593,0,0,1593,0,1,5,5,7,1,4,Attchd,3,2.0,682.0,3,3,2,0,120,0,0,224,0,0,No_fence,No_miscFeature,0,m8,y2008,WD,Normal,1,7,6,7,2008-8,1.0,1.5,1,140.98323140571136,3186.0,2787.75,2.5,7.5,212.4,1,344,3330,2986,1,0,0,0,1,0,1,0,0,53.598150033144236,2.3719508656009087,2.3719508656009087,2.2740088362278477
190,191,s70,RL,70.0,10570,Pave,No_alley,0,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,4,4,1,3,297.0,1,0.0,556.0,853.0,GasA,3,1,SBrkr,1549,1178,0,2727,3,1,4,10,3,2,3,Detchd,1,2.0,440.0,3,3,2,0,74,0,0,0,0,0,No_fence,No_miscFeature,0,m12,y2007,WD,Normal,1,75,13,75,2007-12,0.0,2.5,1,95.82449213503247,3580.0,3366.75,2.5,12.5,218.16,0,74,9021,8947,1,0,0,0,1,0,1,0,0,53.598150033144236,4.365875426139679,4.365875426139679,2.8165028409204367
191,192,s60,RL,79.68446347650621,7472,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,3,3,CBlock,3,3,1,5,626.0,1,0.0,99.0,725.0,GasA,4,1,SBrkr,725,754,0,1479,4,1,4,7,7,0,0,Attchd,3,2.0,484.0,3,3,2,0,32,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2007,WD,Normal,1,35,3,35,2007-6,1.0,1.5,1,91.92130996548283,2204.0,2022.75,2.5,9.5,155.68421052631578,0,32,6747,6715,1,0,0,0,1,0,1,1,0,32.11545195869231,3.6563118871588056,3.6563118871588056,1.904832441554448
192,193,s20,RL,68.0,9017,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,560.0,1,0.0,871.0,1431.0,GasA,5,1,SBrkr,1431,0,0,1431,3,1,4,6,7,0,0,Attchd,3,2.0,666.0,3,3,2,0,35,0,0,0,0,0,No_fence,No_miscFeature,0,m9,y2009,WD,Normal,1,10,10,10,2009-9,1.0,2.0,1,112.32097881630621,2862.0,2504.25,3.0,9.0,159.0,0,35,7586,7551,1,0,0,0,1,0,1,0,0,32.11545195869231,2.6187293832937852,2.6187293832937852,2.6187293832937852
193,194,s160,RM,24.0,2522,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4,3,1,1,0.0,1,0.0,970.0,970.0,GasA,5,1,SBrkr,970,739,0,1709,3,1,4,7,3,0,0,Detchd,1,2.0,380.0,3,3,2,0,40,0,0,0,0,0,No_fence,No_miscFeature,0,m5,y2006,WD,Normal,1,2,2,2,2006-5,0.0,2.0,1,85.97908085364156,2679.0,2436.5,2.0,9.0,189.88888888888889,0,40,1552,1512,1,0,0,0,1,0,1,1,0,32.11545195869231,1.743668380628679,1.743668380628679,1.743668380628679
194,195,s20,RL,60.0,7180,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,390.0,1,0.0,474.0,864.0,GasA,3,1,SBrkr,864,0,0,864,3,1,3,5,7,0,0,Detchd,1,1.0,352.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m5,y2008,WD,Normal,1,36,36,19,2008-5,0.0,1.0,1,89.98187316167694,1728.0,1512.0,1.0,6.0,144.0,1,0,6316,6316,1,0,0,0,1,0,0,0,0,11.182493960703473,3.6818115811532164,3.1231699672459294,3.6818115811532164
195,196,s160,RL,24.0,2280,Pave,No_alley,0,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,5,566.0,1,0.0,289.0,855.0,GasA,3,1,SBrkr,855,601,0,1456,3,1,3,7,7,1,3,Attchd,1,2.0,440.0,3,3,2,87,0,0,0,0,0,0,No_fence,No_miscFeature,0,m7,y2009,WD,Normal,1,33,33,33,2009-7,0.0,2.5,1,102.283075762105,2311.0,2097.25,2.5,9.5,153.26315789473685,0,0,1425,1338,1,0,0,0,1,1,0,0,0,19.085536923187668,3.6032747734935797,3.6032747734935797,3.6032747734935797
196,197,s20,RL,79.0,9416,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,5,3,PConc,5,3,1,6,1126.0,1,0.0,600.0,1726.0,GasA,5,1,SBrkr,1726,0,0,1726,3,1,5,8,7,1,4,Attchd,3,3.0,786.0,3,3,2,171,138,0,0,266,0,0,No_fence,No_miscFeature,0,m9,y2007,New,Partial,1,0,0,0,2007-9,1.0,2.0,1,132.3995382576725,3452.0,3020.5,3.0,11.0,156.9090909090909,0,404,7690,7115,0,0,0,0,1,1,1,1,0,32.11545195869231,1.3132616875182228,1.3132616875182228,1.3132616875182228
197,198,s75,RL,174.0,25419,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,Gable,CompShg,Stucco,Stucco,None,0.0,4,4,PConc,3,3,1,6,1036.0,2,184.0,140.0,1360.0,GasA,4,1,SBrkr,1360,1360,392,3112,4,1,4,8,7,1,5,Detchd,1,2.0,795.0,3,3,2,0,16,552,0,0,512,5,GdPrv,No_miscFeature,0,m3,y2006,WD,Abnorml,1,88,16,88,2006-3,1.5,2.0,1,104.2283918765334,4472.0,4034.0,3.5,11.5,270.60869565217394,1,568,24059,22979,0,0,0,2,1,0,1,0,0,53.598150033144236,4.518721725023783,4.518721725023783,2.981546217004304
