,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,train,YearsOld,YearSinceRemodel,YearSinceGarageBlt,YrSold-Month,BsmtBath,Bath,Basement,BsmtScore,TotalSF,SF_score,OverallQual_exp,YearsOld_log,YearSinceGarageBlt_log,YearSinceRemodel_log
147,148,60,RL,57.920110460898016,9505,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,4,3,PConc,4,3,1,1,0.0,1,0.0,884.0,884.0,GasA,5,1,SBrkr,884,1151,0,2035,3,1,4,8,7,1,4,BuiltIn,3,2.0,434.0,3,3,2,144,48,0,0,0,0,0,No_fence,No_miscFeature,0,5,2010,WD,Normal,1,9,9,9,2010-5,0.0,2.5,1,84.81984556259911,2919.0,2698.0,32.11545195869231,2.5430404724093343,2.5430404724093343,2.5430404724093343
148,149,20,RL,63.0,7500,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,3,3,PConc,4,3,1,6,680.0,1,0.0,400.0,1080.0,GasA,5,1,SBrkr,1080,0,0,1080,3,1,4,6,7,0,0,No_garage,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,4,2008,WD,Normal,1,4,3,136,2008-4,1.0,1.0,1,109.31235807231724,2160.0,1890.0,32.11545195869231,2.0435917781858577,4.939628122614659,1.904832441554448
149,150,50,RM,60.97463129687291,6240,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,4,3,1,1,0.0,1,0.0,896.0,896.0,GasA,4,1,FuseA,896,448,0,1344,3,1,3,7,7,0,0,Detchd,1,1.0,240.0,2,3,2,200,114,0,0,0,0,0,No_fence,No_miscFeature,0,4,2006,WD,Normal,1,70,70,70,2006-4,0.0,1.0,1,84.98819827573494,2240.0,2016.0,11.182493960703473,4.3002508258080825,4.3002508258080825,4.3002508258080825
150,151,20,RL,120.0,10356,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,4,716.0,1,0.0,253.0,969.0,GasA,3,1,SBrkr,969,0,0,969,3,1,3,5,7,0,0,Attchd,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No_miscFeature,0,1,2007,WD,Normal,1,32,32,32,2007-1,0.0,1.5,1,94.33393264634475,1938.0,1695.75,11.182493960703473,3.5756626537444336,3.5756626537444336,3.5756626537444336
151,152,20,RL,107.0,13891,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,Stone,436.0,4,3,PConc,5,3,4,6,1400.0,1,0.0,310.0,1710.0,GasA,5,1,SBrkr,1710,0,0,1710,2,1,4,6,7,1,4,Attchd,2,3.0,866.0,3,3,2,0,102,0,0,0,0,0,No_fence,No_miscFeature,0,1,2008,New,Partial,1,1,0,1,2008-1,1.0,2.0,1,149.5932580648747,3420.0,2992.5,53.598150033144236,1.551444713932051,1.551444713932051,1.3132616875182228
152,153,60,RL,81.74350028887991,14803,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,3,3,CBlock,3,3,1,3,416.0,1,0.0,409.0,825.0,GasA,4,1,SBrkr,1097,896,0,1993,4,1,3,8,7,1,4,Attchd,2,2.0,495.0,3,3,2,0,66,0,0,0,0,0,GdWo,No_miscFeature,0,6,2006,WD,Normal,1,35,35,35,2006-6,0.0,2.5,1,77.29782918447869,2818.0,2611.75,19.085536923187668,3.6563118871588056,3.6563118871588056,3.6563118871588056
153,154,20,RL,62.721739087166036,13500,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,Flat,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,4,3,4,4,429.0,5,1080.0,93.0,1602.0,GasA,4,1,SBrkr,1252,0,0,1252,1,1,3,4,7,1,4,Attchd,2,2.0,564.0,3,3,2,409,0,0,0,0,0,0,No_fence,No_miscFeature,0,3,2008,WD,Normal,1,48,33,48,2008-3,1.0,1.0,1,129.14356267066717,2854.0,2453.5,19.085536923187668,3.9458113327110627,3.9458113327110627,3.6032747734935797
154,155,30,RM,84.0,11340,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1200.0,1200.0,GasA,3,1,FuseA,1200,0,0,1200,4,1,3,7,7,0,0,Detchd,1,1.0,312.0,2,2,2,0,0,228,0,0,0,0,No_fence,No_miscFeature,0,3,2006,WD,Family,1,83,83,83,2006-3,0.0,1.0,1,74.45455313183983,2400.0,2100.0,19.085536923187668,4.462664724631348,4.462664724631348,4.462664724631348
155,156,50,RL,60.0,9600,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,572.0,572.0,Grav,2,0,FuseF,572,524,0,1096,2,1,3,5,7,0,0,No_garage,0,0.0,0.0,0,0,0,0,8,128,0,0,0,0,No_fence,No_miscFeature,0,4,2008,WD,Normal,1,84,84,136,2008-4,0.0,1.0,1,66.68430002550477,1668.0,1525.0,19.085536923187668,4.474130336358988,4.939628122614659,4.474130336358988
156,157,20,RL,60.0,7200,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,FuseF,1040,0,0,1040,2,1,3,5,7,0,0,Detchd,1,2.0,625.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,6,2006,WD,Normal,1,56,56,56,2006-6,0.0,1.0,0,0.0,1040.0,1040.0,11.182493960703473,4.089638201802642,4.089638201802642,4.089638201802642
157,158,60,RL,92.0,12003,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,4,3,PConc,5,3,1,1,0.0,1,0.0,774.0,774.0,GasA,5,1,SBrkr,774,1194,0,1968,4,1,5,8,7,1,4,BuiltIn,3,3.0,680.0,3,3,2,0,75,0,0,0,0,0,No_fence,No_miscFeature,0,5,2010,New,Partial,1,1,0,1,2010-5,0.0,2.5,1,96.46651392562353,2742.0,2548.5,53.598150033144236,1.551444713932051,1.551444713932051,1.3132616875182228
158,159,60,FV,100.0,12552,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,222.0,1,0.0,769.0,991.0,GasA,5,1,SBrkr,991,956,0,1947,3,1,4,8,7,1,4,Attchd,2,2.0,678.0,3,3,2,0,136,0,0,0,0,0,GdWo,No_miscFeature,0,5,2010,WD,Normal,1,6,5,6,2010-5,0.0,2.5,1,93.97478571198543,2938.0,2690.25,32.11545195869231,2.2740088362278477,2.2740088362278477,2.1654221804855953
159,160,60,RL,134.0,19378,Pave,No_alley,1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,4,3,PConc,4,3,2,6,57.0,1,0.0,1335.0,1392.0,GasA,5,1,SBrkr,1392,1070,0,2462,4,1,4,9,7,1,4,Attchd,2,2.0,576.0,3,3,2,239,132,0,168,0,0,0,No_fence,No_miscFeature,0,3,2006,New,Partial,1,1,0,0,2006-3,1.0,2.5,1,95.59196151799325,3854.0,3506.0,32.11545195869231,1.551444713932051,1.3132616875182228,1.3132616875182228
160,161,20,RL,109.85267341194394,11120,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4,3,1,4,660.0,1,0.0,572.0,1232.0,GasA,3,1,SBrkr,1232,0,0,1232,3,1,3,6,7,0,0,Attchd,1,2.0,516.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,6,2008,WD,Normal,1,24,24,24,2008-6,0.0,2.0,1,100.4034347767827,2464.0,2156.0,19.085536923187668,3.322092189300348,3.322092189300348,3.322092189300348
161,162,60,RL,110.0,13688,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,664.0,4,3,PConc,5,3,3,6,1016.0,1,0.0,556.0,1572.0,GasA,5,1,SBrkr,1572,1096,0,2668,3,1,5,10,7,2,4,BuiltIn,3,3.0,726.0,3,3,2,400,0,0,0,0,0,0,No_fence,No_miscFeature,0,3,2008,WD,Normal,1,5,4,5,2008-3,1.0,2.5,1,137.87808345130665,4240.0,3847.0,89.01713130052181,2.1654221804855953,2.1654221804855953,2.0435917781858577
162,163,20,RL,95.0,12182,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,4,3,PConc,4,3,2,4,1201.0,1,0.0,340.0,1541.0,GasA,5,1,SBrkr,1541,0,0,1541,3,1,4,7,7,1,4,Attchd,2,2.0,532.0,3,3,2,0,70,0,0,0,0,0,No_fence,No_miscFeature,0,5,2010,New,Partial,1,5,5,5,2010-5,0.0,2.0,1,112.59441217213349,3082.0,2696.75,32.11545195869231,2.1654221804855953,2.1654221804855953,2.1654221804855953
163,164,45,RL,55.0,5500,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,882.0,882.0,GasA,5,1,SBrkr,882,0,0,882,1,1,3,4,7,0,0,No_garage,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,MnPrv,No_miscFeature,0,4,2007,WD,Normal,1,51,51,135,2007-4,0.0,1.0,1,71.22491460634157,1764.0,1543.5,6.38905609893065,4.002197873487609,4.932445127059181,4.002197873487609
164,165,40,RM,40.0,5400,Pave,Pave,0,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,3,2,2,370.0,1,0.0,779.0,1149.0,GasA,4,1,FuseA,1149,467,0,1616,3,1,4,5,7,0,0,Detchd,1,1.0,216.0,3,3,2,0,0,183,0,0,0,0,No_fence,No_miscFeature,0,10,2007,WD,Normal,1,81,3,81,2007-10,0.0,2.0,1,79.7921249196145,2765.0,2477.75,19.085536923187668,4.439331420498014,4.439331420498014,1.904832441554448
165,166,190,RL,62.0,10106,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,5,351.0,3,181.0,112.0,644.0,GasA,4,1,SBrkr,808,547,0,1355,4,2,3,6,7,0,0,No_garage,0,0.0,0.0,0,0,2,140,0,0,0,0,0,0,No_fence,No_miscFeature,0,9,2008,WD,Normal,1,68,9,136,2008-9,1.0,2.0,1,85.66733959881111,1999.0,1838.0,11.182493960703473,4.27274569179156,4.939628122614659,2.5430404724093343
166,167,20,RL,63.055550964631394,10708,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,1,2,379.0,4,768.0,470.0,1617.0,GasA,5,1,FuseA,1867,0,0,1867,2,1,3,7,7,3,4,Attchd,3,1.0,303.0,3,3,2,476,0,0,0,142,0,0,GdWo,No_miscFeature,0,11,2009,COD,Normal,1,54,16,54,2009-11,1.0,1.0,1,89.84400970830234,3484.0,3079.75,11.182493960703473,4.0555739661109,4.0555739661109,2.981546217004304
167,168,60,RL,86.0,10562,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,1,6,1288.0,1,0.0,294.0,1582.0,GasA,5,1,SBrkr,1610,551,0,2161,3,1,5,8,7,1,4,Attchd,3,3.0,789.0,3,3,2,178,120,0,0,0,0,0,No_fence,No_miscFeature,0,11,2007,New,Partial,1,0,0,0,2007-11,1.0,1.5,1,136.81248858548943,3743.0,3347.5,53.598150033144236,1.3132616875182228,1.3132616875182228,1.3132616875182228
168,169,60,RL,62.0,8244,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,840.0,840.0,GasA,5,1,SBrkr,840,880,0,1720,3,1,4,7,7,1,4,Attchd,3,2.0,440.0,3,3,2,100,48,0,0,0,0,0,No_fence,No_miscFeature,0,5,2007,WD,Normal,1,3,3,3,2007-5,0.0,2.5,1,84.18239574966185,2560.0,2350.0,32.11545195869231,1.904832441554448,1.904832441554448,1.904832441554448
169,170,20,RL,77.93654107420032,16669,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653.0,4,3,CBlock,4,3,1,1,0.0,1,0.0,1686.0,1686.0,GasA,3,1,SBrkr,1707,0,0,1707,2,1,3,6,7,1,3,Attchd,2,2.0,511.0,3,3,2,574,64,0,0,0,0,0,No_fence,No_miscFeature,0,1,2006,WD,Normal,1,25,25,25,2006-1,0.0,2.5,1,92.88383853182461,3393.0,2971.5,53.598150033144236,3.3575339174760632,3.3575339174760632,3.3575339174760632
170,171,50,RM,92.04298453836566,12358,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,360.0,1,0.0,360.0,720.0,GasA,3,1,SBrkr,854,0,528,1382,2,1,3,7,7,0,0,Detchd,1,2.0,660.0,3,3,2,237,0,0,0,0,0,0,No_fence,No_miscFeature,0,5,2007,WD,Normal,1,66,66,16,2007-5,0.0,1.5,1,75.67735007877691,2102.0,1790.0,11.182493960703473,4.244462576464894,2.981546217004304,4.244462576464894
171,172,20,RL,141.0,31770,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,3,3,CBlock,3,4,4,4,639.0,1,0.0,441.0,1080.0,GasA,2,1,SBrkr,1656,0,0,1656,3,1,3,7,7,2,4,Attchd,3,2.0,528.0,3,3,1,210,62,0,0,0,0,0,No_fence,No_miscFeature,0,5,2010,WD,Normal,1,50,50,50,2010-5,1.0,1.0,1,103.2128578556193,2736.0,2466.0,19.085536923187668,3.9837533873099438,3.9837533873099438,3.9837533873099438
172,173,160,RL,44.0,5306,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,4,PConc,4,4,1,6,495.0,3,215.0,354.0,1064.0,GasA,4,1,SBrkr,1064,703,0,1767,2,1,4,5,7,1,3,Attchd,2,2.0,504.0,4,3,2,441,35,0,0,0,0,0,No_fence,No_miscFeature,0,6,2006,WD,Normal,1,19,19,19,2006-6,1.0,2.0,1,113.13678357092155,2831.0,2565.0,32.11545195869231,3.1231699672459294,3.1231699672459294,3.1231699672459294
173,174,20,RL,80.0,10197,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,3,3,CBlock,3,3,1,5,288.0,3,374.0,700.0,1362.0,GasA,3,1,SBrkr,1362,0,0,1362,3,1,3,6,7,1,3,Attchd,1,2.0,504.0,3,3,2,0,20,0,0,0,0,0,No_fence,No_miscFeature,0,6,2008,COD,Normal,1,47,47,47,2008-6,1.0,1.5,1,85.85154261153856,2724.0,2383.5,19.085536923187668,3.9262864339333143,3.9262864339333143,3.9262864339333143
174,175,20,RL,47.0,12416,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,Gable,CompShg,VinylSd,Plywood,Stone,132.0,3,3,CBlock,4,2,1,5,1398.0,2,208.0,0.0,1606.0,GasA,3,1,SBrkr,1651,0,0,1651,3,1,3,7,5,1,3,Attchd,3,2.0,616.0,3,3,2,192,0,0,0,0,0,0,No_fence,No_miscFeature,0,11,2008,WD,Normal,1,22,22,22,2008-11,1.0,2.0,1,111.55465518809694,3257.0,2855.5,19.085536923187668,3.247202094200952,3.247202094200952,3.247202094200952
175,176,20,RL,84.0,12615,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,4,3,5,477.0,1,0.0,725.0,1202.0,GasA,3,1,SBrkr,2158,0,0,2158,4,1,4,7,7,1,4,Attchd,1,2.0,576.0,3,3,2,0,29,39,0,0,0,0,MnPrv,No_miscFeature,0,6,2007,WD,Normal,1,57,6,57,2007-6,1.0,2.0,1,99.91559961114744,3360.0,3059.5,19.085536923187668,4.106244836054261,4.106244836054261,2.2740088362278477
176,177,60,RL,97.0,10029,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,4,3,PConc,4,3,1,6,831.0,1,0.0,320.0,1151.0,GasA,3,1,SBrkr,1164,896,0,2060,4,1,3,8,7,1,3,Attchd,1,2.0,521.0,3,3,2,0,228,0,0,192,0,0,No_fence,No_miscFeature,0,9,2007,WD,Normal,1,19,18,19,2007-9,0.5,2.5,1,113.56282180189952,3211.0,2923.25,19.085536923187668,3.1231699672459294,3.1231699672459294,3.078154386433002
177,178,50,RL,91.25549038571604,13650,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,3,3,1,5,57.0,4,441.0,554.0,1052.0,GasA,5,1,SBrkr,1252,668,0,1920,4,1,4,8,7,1,4,Attchd,1,2.0,451.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,7,2006,WD,Normal,1,48,48,48,2006-7,1.0,2.0,1,83.33416640432671,2972.0,2709.0,11.182493960703473,3.9458113327110627,3.9458113327110627,3.9458113327110627
178,179,20,RL,63.0,17423,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,5,3,PConc,5,3,1,6,1904.0,1,0.0,312.0,2216.0,GasA,5,1,SBrkr,2234,0,0,2234,1,1,5,9,7,1,4,Attchd,3,3.0,1166.0,3,3,2,0,60,0,0,0,0,0,No_fence,No_miscFeature,0,7,2009,New,Partial,1,1,0,0,2009-7,1.0,2.0,1,144.8029187955499,4450.0,3896.0,89.01713130052181,1.551444713932051,1.3132616875182228,1.3132616875182228
179,180,30,RM,60.0,8520,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,1,1,0.0,1,0.0,968.0,968.0,GasA,3,1,SBrkr,968,0,0,968,2,1,3,5,7,0,0,Detchd,1,2.0,480.0,2,3,0,0,0,184,0,0,0,0,No_fence,No_miscFeature,0,7,2007,WD,Normal,1,84,1,72,2007-7,0.0,1.0,1,72.20077842485304,1936.0,1694.0,11.182493960703473,4.474130336358988,4.327019634964539,1.551444713932051
180,181,160,FV,55.31185171427262,2117,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,6,436.0,1,0.0,320.0,756.0,GasA,5,1,SBrkr,769,756,0,1525,3,1,4,5,7,1,3,Detchd,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,6,2007,WD,Normal,1,7,7,7,2007-6,0.0,2.5,1,101.98345851518191,2281.0,2092.0,19.085536923187668,2.3719508656009087,2.3719508656009087,2.3719508656009087
181,182,70,RL,54.0,7588,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,2,3,1,2,352.0,1,0.0,441.0,793.0,GasA,4,1,SBrkr,901,901,0,1802,4,1,3,9,7,1,4,Detchd,1,1.0,216.0,2,3,2,0,0,40,0,0,0,0,No_fence,No_miscFeature,0,7,2006,WD,Normal,1,86,86,86,2006-7,0.0,1.5,1,59.71905983467253,2595.0,2396.75,32.11545195869231,4.496674559094797,4.496674559094797,4.496674559094797
182,183,20,RL,60.0,9060,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,1,SBrkr,1340,0,0,1340,3,1,3,7,7,1,4,Attchd,2,1.0,252.0,3,3,2,116,0,0,180,0,0,0,MnPrv,No_miscFeature,0,6,2007,WD,Normal,1,50,1,50,2007-6,0.0,1.0,0,0.0,1340.0,1340.0,11.182493960703473,3.9837533873099438,3.9837533873099438,1.551444713932051
183,184,50,RM,63.0,11426,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1362.0,1362.0,GasA,5,1,SBrkr,1362,720,0,2082,3,1,4,6,4,0,0,Detchd,1,2.0,484.0,3,3,0,280,238,0,0,0,0,0,No_fence,No_miscFeature,0,6,2008,WD,Normal,1,5,5,5,2008-6,0.0,2.5,1,90.21804289620667,3444.0,3103.5,32.11545195869231,2.1654221804855953,2.1654221804855953,2.1654221804855953
184,185,50,RL,92.0,7438,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,Gable,CompShg,AsbShng,Plywood,None,0.0,3,3,PConc,2,3,1,1,0.0,1,0.0,504.0,504.0,GasA,4,1,SBrkr,936,316,0,1252,3,1,3,5,7,0,0,Attchd,1,2.0,576.0,3,3,2,104,0,0,0,0,0,0,MnPrv,No_miscFeature,0,6,2006,WD,Normal,1,98,15,20,2006-6,0.0,1.0,1,52.90874664884056,1756.0,1630.0,11.182493960703473,4.622207049224268,3.1662461359435077,2.929500684169373
185,186,75,RM,90.0,22950,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,2,1,0.0,1,0.0,1107.0,1107.0,GasA,5,1,SBrkr,1518,1518,572,3608,4,1,5,12,7,2,3,Detchd,1,3.0,840.0,5,3,2,0,260,0,0,410,0,0,GdPrv,No_miscFeature,0,6,2006,WD,Normal,1,114,13,13,2006-6,0.0,2.5,1,77.11343054037953,4715.0,4295.25,147.4131591025766,4.768294327849813,2.8165028409204367,2.8165028409204367
186,187,80,RL,95.07647259282862,9947,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,6,611.0,1,0.0,577.0,1188.0,GasA,5,1,SBrkr,1217,0,0,1217,3,1,4,6,7,0,0,Attchd,1,2.0,497.0,3,3,2,168,27,0,0,0,0,0,GdPrv,No_miscFeature,0,6,2009,WD,Normal,1,19,18,19,2009-6,1.0,2.0,1,113.8005141006036,2405.0,2108.0,32.11545195869231,3.1231699672459294,3.1231699672459294,3.078154386433002
187,188,50,RL,60.0,10410,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,1,1,0.0,1,0.0,660.0,660.0,GasA,5,1,SBrkr,808,704,144,1656,3,1,3,8,5,0,0,Detchd,1,1.0,180.0,2,2,0,0,0,0,140,0,0,0,MnPrv,No_miscFeature,0,8,2009,WD,Normal,1,93,22,93,2009-8,0.0,2.5,1,55.19690763873933,2316.0,2115.0,11.182493960703473,4.571802441761435,4.571802441761435,3.247202094200952
188,189,90,RL,64.0,7018,Pave,No_alley,0,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,3,3,CBlock,4,3,3,6,1086.0,1,0.0,0.0,1086.0,GasA,3,1,SBrkr,1224,0,0,1224,2,2,3,6,7,2,3,Detchd,1,2.0,528.0,3,3,2,120,0,0,0,0,0,0,No_fence,No_miscFeature,0,6,2009,WD,Alloca,1,30,30,30,2009-6,2.0,1.0,1,129.33677241174237,2310.0,2038.5,11.182493960703473,3.5180401777565384,3.5180401777565384,3.5180401777565384
