,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,train,ExterQual_Num,ExterCond_Num,BsmtCond_Num,BsmtQual_Num,HeatingQC_Num,KitchenQual_Num,FireplaceQu_Num,GarageQual_Num,GarageCond_Num,PoolQC_Num,BsmtExposure_Num,BsmtFinType1_Num,BsmtFinType2_Num,Functional_Num,GarageFinish_Num,PavedDrive_Num,LotShape_Num,YearsOld,YearSinceRemodel,YearSinceGarageBlt,YrSold-Month,BsmtBath,Bath,Basement,BsmtScore,TotalSF,SF_score,add_TotalBaths,add_TotRmsAbvGrdWBath,add_SFPerRm,add_GarageSpacious,add_PorchSF,add_OutdoorSF,add_YardSF,add_NormalSale_bi,add_Cond1_2_NearRlrd_bi,add_Cond1_2_NearPosFtr_bi,add_Cond1_2_NearBusyRd_bi,add_HasPool_bi,add_HasDeck_bi,add_HasPorch_bi,add_MasVnrStoneBrick_bi,add_HasFinishedBasement_bi,HasSecondFloor,OverallQual_exp,YearsOld_log,YearSinceGarageBlt_log,YearSinceRemodel_log,SF_score_log,TotalSF_log,1stFlrSF_log,2ndFlrSF_log,LowQualFinSF_log,TotalBsmtSF_log,GrLivArea_log,outlier,Basement_FireplaceQu,Basement_Basement,Neighborhood_FireplaceQu,Neighborhood_Basement,OverallQual_FireplaceQu,OverallQual_Basement,OverallQual_Neighborhood,OverallQual_OverallQual,TotalBsmtSF_log_TotalBsmtSF_log,LotArea_TotalBsmtSF_log,LotArea_LotArea,Basement_TotalBsmtSF_log,Basement_LotArea,OverallQual_TotalBsmtSF_log,OverallQual_LotArea,TotalSF_log_TotalBsmtSF_log,TotalSF_log_LotArea,TotalSF_log_Basement,TotalSF_log_OverallQual,TotalSF_log_TotalSF_log,SF_score_TotalBsmtSF_log,SF_score_LotArea,SF_score_Basement,SF_score_OverallQual,SF_score_TotalSF_log,SF_score_SF_score,YearSinceRemodel_log_TotalBsmtSF_log,YearSinceRemodel_log_LotArea,YearSinceRemodel_log_Basement,YearSinceRemodel_log_OverallQual,YearSinceRemodel_log_TotalSF_log,YearSinceRemodel_log_SF_score,YearSinceRemodel_log_YearSinceRemodel_log
625,626,s20,RL,87.0,10000,Pave,No_alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1116.0,1116.0,GasA,TA,1,SBrkr,1116,0,0,1116,3,1,TA,5,Typ,0,No_fireplace,Attchd,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,385,0,No_pool,No_fence,No_miscFeature,0,m2,y2010,WD,Normal,1,3,3,3,3,3,3,0,3,3,0,1,1,1,7,1,2,1,48,48,48,2010-2,0.0,1.5,1,73.6932188902266,2232.0,1953.0,1.5,6.5,171.69230769230768,0,385,8884,8499,1,0,0,0,1,0,1,1,0,0,19.085536923187668,3.9458113327110627,3.9458113327110627,3.9458113327110627,7.579024002934794,7.712317834310699,7.020832398567404,1.3132616875182228,1.3132616875182228,7.020832398567404,7.020832398567404,0,1_No_fireplace,0.0001,NAmes_No_fireplace,NAmes_1,6_No_fireplace,0.0006,6_NAmes,0.0036,0.004929208756877373,7.020832398567404,10000.0,0.0007020832398567404,1.0,0.0042124994391404425,6.0,0.005414689091917776,7.712317834310698,0.0007712317834310698,0.004627390700586419,0.005947984637742687,1.371168567440214,1953.0,0.19530000000000003,1.1718,1.5062156730408796,381.4209,0.0027702880043332257,3.9458113327110627,0.00039458113327110625,0.0023674867996266373,0.0030431351112092794,0.7706169532784706,0.0015569427073351052
626,627,s20,RL,84.47697459006679,12342,Pave,No_alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,978.0,978.0,GasA,TA,1,SBrkr,1422,0,0,1422,3,1,TA,6,Min1,1,TA,Attchd,RFn,1.0,286.0,TA,TA,Y,0,0,36,0,0,0,No_pool,GdWo,Shed,600,m8,y2007,WD,Normal,1,3,3,3,3,3,3,3,3,3,0,1,1,1,6,2,2,1,47,29,47,2007-8,0.0,1.0,1,72.30858224657035,2400.0,2155.5,1.0,7.0,203.14285714285714,0,36,10920,10884,1,0,0,0,1,0,1,0,0,0,11.182493960703473,3.9262864339333143,3.9262864339333143,3.4879339990006133,7.677501528613328,7.784772101528758,7.262431023131961,1.3132616875182228,1.3132616875182228,6.889304385147526,7.262431023131961,0,1_TA,0.0001,NAmes_TA,NAmes_1,5_TA,0.0005,5_NAmes,0.0025000000000000005,0.004746251491121294,8.502779472149077,15232.4964,0.0006889304385147526,1.2342,0.0034446521925737637,6.171,0.00536316645764362,9.607965727706794,0.0007784772101528759,0.0038923860507643795,0.006060267667274049,1.4849895602185494,2660.3181,0.21555,1.07775,1.6780076264845238,464.618025,0.0024029438994420077,4.304808141566557,0.0003487933999000614,0.0017439669995003067,0.002715277128739361,0.7518241734845822,0.0012165683581384411
627,628,s80,RL,80.0,9600,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,TA,TA,CBlock,TA,TA,Av,BLQ,674.0,LwQ,132.0,350.0,1156.0,GasA,Ex,1,SBrkr,1520,0,0,1520,3,1,TA,7,Typ,2,Gd,Basment,RFn,1.0,364.0,TA,TA,Y,0,0,189,0,0,0,No_pool,No_fence,No_miscFeature,0,m3,y2010,WD,Normal,1,3,3,3,3,5,3,4,3,3,0,3,4,2,7,2,2,0,55,38,55,2010-3,1.0,1.0,1,94.25933591149473,2676.0,2387.0,2.0,9.0,168.88888888888889,1,189,8080,7891,1,0,0,0,1,0,1,1,1,0,19.085536923187668,4.07275112346364,4.07275112346364,3.730939445882284,7.779349136103459,7.893466949258818,7.328908864715634,1.3132616875182228,1.3132616875182228,7.055932394112317,7.328908864715634,0,1_Gd,0.0001,NAmes_Gd,NAmes_1,6_Gd,0.0006,6_NAmes,0.0036,0.004978618195028358,6.773695098347824,9216.0,0.0007055932394112317,0.96,0.0042335594364673905,5.76,0.005569576914913022,7.577728271288465,0.0007893466949258818,0.00473608016955529,0.006230682047904131,1.68425106247461,2291.52,0.23870000000000002,1.4322,1.8841705607880799,569.7769000000001,0.002632525649667227,3.581701868046993,0.00037309394458822845,0.0022385636675293706,0.002945004720575782,0.8905752457321013,0.0013919909148840408
628,629,s60,RL,70.0,11606,Pave,No_alley,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,Gable,CompShg,Plywood,Plywood,BrkFace,192.0,TA,TA,PConc,Gd,TA,Av,Rec,650.0,Unf,0.0,390.0,1040.0,GasA,TA,1,SBrkr,1040,1040,0,2080,5,1,Fa,9,Typ,2,TA,Attchd,Unf,2.0,504.0,TA,TA,Y,335,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m9,y2007,WD,Family,1,3,3,3,4,3,2,3,3,3,0,3,3,1,7,1,2,1,38,38,38,2007-9,0.5,2.0,1,102.4820717620708,3120.0,2860.0,2.5,11.5,180.8695652173913,0,0,10566,10231,0,0,0,0,1,1,0,1,1,1,11.182493960703473,3.730939445882284,3.730939445882284,3.730939445882284,7.959876157958996,8.046779328221168,6.950544887035976,6.950544887035976,1.3132616875182228,6.950544887035976,7.641909212271149,0,1_TA,0.0001,NAmes_TA,NAmes_1,5_TA,0.0005,5_NAmes,0.0025000000000000005,0.004831007422670194,8.066802395893953,13469.9236,0.0006950544887035975,1.1606,0.0034752724435179877,5.803000000000001,0.005592950091687442,9.339092088333487,0.0008046779328221168,0.004023389664110584,0.006475065755708751,1.987855837692289,3319.3160000000003,0.28600000000000003,1.4300000000000002,2.301378887871254,817.96,0.0025932062089417947,4.330128320890979,0.00037309394458822845,0.0018654697229411423,0.0030022046407970505,1.0670486815223335,0.0013919909148840408
629,630,s80,RL,82.0,9020,Pave,No_alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,TA,TA,CBlock,TA,TA,Gd,GLQ,624.0,Rec,336.0,288.0,1248.0,GasA,TA,1,SBrkr,1350,0,0,1350,3,1,TA,6,Typ,0,No_fireplace,Attchd,RFn,2.0,520.0,TA,TA,Y,176,0,0,0,0,0,No_pool,GdPrv,No_miscFeature,0,m6,y2008,WD,Normal,1,3,3,3,3,3,3,0,3,3,0,4,6,3,7,2,2,0,44,44,44,2008-6,1.0,1.5,1,107.22571220996542,2598.0,2286.0,2.5,8.5,158.8235294117647,0,0,7670,7494,1,0,0,2,1,1,0,1,1,0,19.085536923187668,3.865314591310325,3.865314591310325,3.865314591310325,7.736184067944969,7.863927383352452,7.210610368181777,1.3132616875182228,1.3132616875182228,7.13227251182647,7.210610368181777,0,1_No_fireplace,0.0001,NAmes_No_fireplace,NAmes_1,6_No_fireplace,0.0006,6_NAmes,0.0036,0.0050869311182955455,6.433309805667475,8136.040000000001,0.0007132272511826469,0.902,0.004279363507095881,5.412,0.005608767311128415,7.093262499783912,0.0007863927383352453,0.004718356430011471,0.006184135389064055,1.6304374962035308,2061.972,0.2286,1.3716,1.7976937998343705,522.5796,0.0027568477009164392,3.486513761361913,0.00038653145913103247,0.0023191887547861947,0.0030396553259877056,0.8836109155735402,0.0014940656889796502
630,631,s70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,636.0,636.0,GasA,TA,1,FuseA,1089,661,0,1750,3,1,Ex,8,Typ,0,No_fireplace,Detchd,Unf,1.0,240.0,Fa,Po,N,0,0,293,0,0,0,No_pool,MnPrv,No_miscFeature,0,m6,y2006,WD,Abnorml,1,3,3,2,2,3,5,0,2,1,0,1,1,1,7,1,0,0,126,15,69,2006-6,0.0,1.0,1,48.425772416791226,2386.0,2227.0,1.0,9.0,194.44444444444446,0,293,7911,7618,0,0,0,2,1,0,1,0,0,1,11.182493960703473,4.865365036119044,4.286592822368686,2.929500684169373,7.71007891206591,7.778930764265962,6.996423707312973,6.499363314548443,1.3132616875182228,6.461027894800985,7.469493545339197,0,1_No_fireplace,0.0001,OldTown_No_fireplace,OldTown_1,5_No_fireplace,0.0005,5_OldTown,0.0025000000000000005,0.004174488145739644,5.814925105320886,8100.0,0.0006461027894800984,0.9,0.0032305139474004922,4.5,0.005025988865964792,7.001037687839366,0.0007778930764265963,0.0038894653821329814,0.006051176383524343,1.4388709121721792,2004.3,0.2227,1.1135,1.7323678812020298,495.9529,0.0018927585638256889,2.636550615752436,0.0002929500684169373,0.0014647503420846867,0.002278838299602332,0.6523998023645193,0.0008581974258548825
631,632,s120,RL,34.0,4590,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1530.0,1554.0,GasA,Ex,1,SBrkr,1554,0,0,1554,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,627.0,TA,TA,Y,156,73,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m8,y2007,WD,Normal,1,4,3,4,4,5,4,4,3,3,0,2,6,1,7,2,2,0,1,1,1,2007-8,0.0,2.0,1,103.45673971637149,3108.0,2719.5,2.0,8.0,194.25,0,73,3036,2807,1,0,0,0,1,1,1,1,1,0,53.598150033144236,1.551444713932051,1.551444713932051,1.551444713932051,7.90956965171891,8.042930354795784,7.3509773896881985,1.3132616875182228,1.3132616875182228,7.3509773896881985,7.3509773896881985,0,1_Gd,0.0001,NridgHt_Gd,NridgHt_1,8_Gd,0.0008,8_NridgHt,0.0064,0.005403686858370713,3.374098621866883,2106.81,0.0007350977389688198,0.459,0.005880781911750559,3.672,0.005912339918494069,3.6917050328512646,0.0008042930354795785,0.006434344283836628,0.006468872869209543,1.9990983011257055,1248.2504999999999,0.27195,2.1756,2.1872749099867135,739.568025,0.0011404635013465782,0.7121131236948114,0.00015514447139320511,0.001241155771145641,0.0012478161783471555,0.4219153899538213,0.00024069807003877038
632,633,s20,RL,85.0,11900,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,TA,Gd,CBlock,TA,TA,No,ALQ,822.0,Unf,0.0,564.0,1386.0,GasA,TA,1,SBrkr,1411,0,0,1411,3,1,TA,6,Typ,1,TA,Attchd,Fin,2.0,544.0,TA,TA,Y,192,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m4,y2009,WD,Family,1,3,4,3,3,3,3,3,3,3,0,1,5,1,7,3,2,0,32,32,32,2009-4,0.0,2.0,1,93.12974221994006,2797.0,2450.5,2.0,8.0,176.375,0,0,10489,10297,0,0,0,0,1,1,0,1,1,0,32.11545195869231,3.5756626537444336,3.5756626537444336,3.5756626537444336,7.805563570715443,7.937631192489749,7.254685696141311,1.3132616875182228,1.3132616875182228,7.236856330639841,7.254685696141311,0,1_TA,0.0001,NWAmes_TA,NWAmes_1,7_TA,0.0007000000000000001,7_NWAmes,0.004900000000000001,0.005237208955032196,8.611859033461412,14161.0,0.0007236856330639842,1.19,0.00506579943144789,8.33,0.0057443496545653725,9.445781119062802,0.000793763119248975,0.0055563418347428254,0.006300598894798624,1.773391643823293,2916.095,0.24505,1.7153500000000002,1.945116523719613,600.4950249999999,0.0025876556911982864,4.255038557955876,0.0003575662653744434,0.002502963857621104,0.0028382291414182493,0.8762161333000735,0.0012785363413382687
633,634,s20,RL,80.0,9250,Pave,No_alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,480.0,LwQ,468.0,108.0,1056.0,GasA,TA,1,SBrkr,1056,0,0,1056,3,1,TA,6,Typ,0,No_fireplace,Attchd,Unf,1.0,260.0,TA,TA,Y,390,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m7,y2007,WD,Normal,1,3,3,3,3,3,3,0,3,3,0,1,4,2,7,1,2,0,53,2,53,2007-7,0.5,1.0,1,85.69471312156213,2112.0,1848.0,1.5,7.5,140.8,0,0,8194,7804,1,0,0,0,1,1,0,0,1,0,11.182493960703473,4.038096589601075,4.038096589601075,1.743668380628679,7.523869287991986,7.657149646982547,6.965758379922569,1.3132616875182228,1.3132616875182228,6.965758379922569,6.965758379922569,0,1_No_fireplace,0.0001,NAmes_No_fireplace,NAmes_1,5_No_fireplace,0.0005,5_NAmes,0.0025000000000000005,0.00485217898074615,6.443326501428377,8556.25,0.0006965758379922569,0.925,0.003482879189961285,4.625,0.005333785431978983,7.082863423458856,0.0007657149646982548,0.003828574823491274,0.005863194071628495,1.287272148609691,1709.4,0.18480000000000002,0.924,1.4150412547623747,341.5104,0.0012145972634170236,1.612893252081528,0.0001743668380628679,0.0008718341903143395,0.0013351529725185518,0.32222991674017987,0.00030403794216042395
634,635,s90,RL,64.0,6979,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,1056.0,Unf,0.0,0.0,1056.0,GasA,Gd,1,SBrkr,1056,0,0,1056,0,2,TA,4,Typ,0,No_fireplace,Detchd,Unf,2.0,576.0,TA,TA,Y,264,56,0,0,0,0,No_pool,GdPrv,Shed,600,m6,y2010,WD,Normal,1,3,3,3,3,4,3,0,3,3,0,1,6,1,7,1,2,0,30,30,30,2010-6,2.0,0.0,1,107.92944478098869,2112.0,1848.0,2.0,6.0,176.0,0,56,5923,5603,1,0,0,0,1,1,1,0,1,0,19.085536923187668,3.5180401777565384,3.5180401777565384,3.5180401777565384,7.523869287991986,7.657149646982547,6.965758379922569,1.3132616875182228,1.3132616875182228,6.965758379922569,6.965758379922569,0,1_No_fireplace,0.0001,OldTown_No_fireplace,OldTown_1,6_No_fireplace,0.0006,6_OldTown,0.0036,0.00485217898074615,4.861402773347962,4870.6441,0.0006965758379922569,0.6979000000000001,0.004179455027953542,4.1874,0.005333785431978983,5.34392473862912,0.0007657149646982548,0.004594289788189528,0.005863194071628495,1.287272148609691,1289.7192000000002,0.18480000000000002,1.1088,1.4150412547623747,341.5104,0.0024505817849111897,2.4552402400562885,0.0003518040177756539,0.002110824106653923,0.00269381601051789,0.6501338248494084,0.001237660669230926
635,636,s190,RH,60.0,10896,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,Hip,CompShg,VinylSd,VinylSd,None,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,256.0,Unf,0.0,1184.0,1440.0,GasA,Ex,1,FuseA,1440,1440,515,3395,8,2,Fa,14,Typ,0,No_fireplace,No_garage,No_garage,0.0,0.0,No_garage,No_garage,N,0,110,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m3,y2007,WD,Abnorml,1,2,3,2,3,5,2,0,0,0,0,1,2,1,7,0,0,0,93,12,135,2007-3,0.0,2.0,1,70.38737390128426,4835.0,4346.25,2.0,16.0,212.1875,0,110,9456,9346,0,0,0,2,1,0,1,0,0,1,19.085536923187668,4.571802441761435,4.932445127059181,2.7548244825834693,8.377923832522459,8.484405146836213,7.27497720473247,7.27497720473247,6.251360926212358,7.27497720473247,8.131153663598157,0,1_No_fireplace,0.0001,SWISU_No_fireplace,SWISU_1,6_No_fireplace,0.0006,6_SWISU,0.0036,0.005292529332937707,7.926815162276499,11872.281599999998,0.000727497720473247,1.0896,0.004364986322839482,6.537599999999999,0.00617238540389483,9.244607847992738,0.0008484405146836214,0.005090643088101728,0.007198513069566082,3.1618869676068497,4735.674,0.434625,2.60775,3.687534586943689,1888.98890625,0.002004128531383366,3.001656756222948,0.0002754824482583469,0.0016528946895500816,0.0023373047018661595,1.1973155907428403,0.0007589057929841278
636,637,s30,RM,51.0,6120,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,264.0,264.0,Grav,Fa,0,FuseA,800,0,0,800,1,1,Fa,4,Maj1,1,Po,No_garage,No_garage,0.0,0.0,No_garage,No_garage,N,0,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m1,y2009,ConLw,Normal,1,2,2,2,3,2,2,1,0,0,0,1,1,1,3,0,0,0,73,73,137,2009-1,0.0,1.0,1,53.00743334686911,1064.0,998.0,1.0,5.0,160.0,0,0,5320,5320,1,0,0,0,1,0,0,0,0,0,1.7182818284590453,4.340140034970637,4.946759890494465,4.340140034970637,6.90947208625327,6.973279203664302,6.689248812040289,1.3132616875182228,1.3132616875182228,5.589935240418851,6.689248812040289,0,1_Po,0.0001,BrkSide_Po,BrkSide_1,2_Po,0.0002,2_BrkSide,0.0004,0.0031247375992076555,3.421040367136337,3745.4400000000005,0.0005589935240418851,0.612,0.0011179870480837702,1.224,0.0038980179161842983,4.267646872642553,0.0006973279203664303,0.0013946558407328606,0.004862662285225704,0.5578755369938013,610.7760000000001,0.0998,0.1996,0.6959332645256974,99.60040000000001,0.0024261101729835064,2.65616570140203,0.0004340140034970637,0.0008680280069941274,0.00302650082468516,0.43314597549006956,0.001883681552315492
637,638,s190,RM,50.0,6000,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,811.0,811.0,GasA,TA,1,FuseA,811,576,0,1387,3,2,Gd,7,Typ,0,No_fireplace,BuiltIn,Unf,1.0,256.0,TA,TA,Y,0,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m11,y2009,WD,Normal,1,3,3,3,3,3,4,0,3,3,0,1,1,1,7,1,2,0,55,55,55,2009-11,0.0,2.0,1,70.34475357169762,2198.0,1995.25,2.0,9.0,154.11111111111111,0,0,5189,5189,1,0,0,0,1,0,0,0,0,1,11.182493960703473,4.07275112346364,4.07275112346364,4.07275112346364,7.6003864673552375,7.6969933716903345,6.70284238701629,6.3625422645544,1.3132616875182228,6.70284238701629,7.237575642172561,0,1_No_fireplace,0.0001,OldTown_No_fireplace,OldTown_1,5_No_fireplace,0.0005,5_OldTown,0.0025000000000000005,0.004492809606518222,4.021705432209774,3600.0,0.0006702842387016289,0.6,0.0033514211935081447,3.0,0.005159173342434939,4.6181960230142005,0.0007696993371690335,0.0038484966858451674,0.005924370696384494,1.3373846272694252,1197.15,0.199525,0.9976250000000001,1.5357426024865142,398.10225625000004,0.00272990088621203,2.4436506740781843,0.000407275112346364,0.0020363755617318203,0.0031347938401844002,0.8126156679090828,0.0016587301713674343
638,639,s30,RL,67.0,8777,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Gd,1,FuseA,796,0,0,796,2,1,TA,4,Typ,0,No_fireplace,No_garage,No_garage,0.0,0.0,No_garage,No_garage,P,328,0,164,0,0,0,No_pool,MnPrv,No_miscFeature,0,m5,y2008,WD,Normal,1,3,3,3,2,4,3,0,0,0,0,1,1,1,7,0,1,0,98,98,136,2008-5,0.0,1.0,1,56.78726476971683,1592.0,1393.0,1.0,5.0,159.2,0,164,7981,7489,1,0,0,2,1,1,1,0,0,0,11.182493960703473,4.622207049224268,4.939628122614659,4.622207049224268,7.241880679528316,7.375079247284047,6.684259517934934,1.3132616875182228,1.3132616875182228,6.684259517934934,6.684259517934934,0,1_No_fireplace,0.0001,Edwards_No_fireplace,Edwards_1,5_No_fireplace,0.0005,5_Edwards,0.0025000000000000005,0.004467932530310376,5.866774578891492,7703.572899999999,0.0006684259517934935,0.8776999999999999,0.0033421297589674675,4.3885,0.004929694365418281,6.473107055341208,0.0007375079247284047,0.0036875396236420235,0.005439179390371983,0.9311173508483364,1222.6361,0.1393,0.6965,1.0273485391466677,194.04489999999998,0.003089603146264326,4.056911127104139,0.00046222070492242675,0.002311103524612134,0.0034089143285383925,0.6438734419569404,0.002136479800589851
639,640,s120,RL,53.0,3982,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,1154.0,Unf,0.0,366.0,1520.0,GasA,Ex,1,SBrkr,1567,0,0,1567,1,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,648.0,TA,TA,Y,312,0,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m10,y2006,New,Partial,1,4,3,4,4,5,5,4,3,3,0,3,6,1,7,3,2,0,0,0,0,2006-10,1.0,2.0,1,134.05743339324403,3087.0,2707.0,3.0,10.0,156.7,0,0,2415,2103,0,0,0,0,1,1,0,0,1,0,53.598150033144236,1.3132616875182228,1.3132616875182228,1.3132616875182228,7.904968927399747,8.036158796544791,7.359288298068485,1.3132616875182228,1.3132616875182228,7.328908864715634,7.359288298068485,0,1_Gd,0.0001,Blmngtn_Gd,Blmngtn_1,8_Gd,0.0008,8_Blmngtn,0.0064,0.005371290514730741,2.9183715099297656,1585.6324,0.0007328908864715635,0.3982,0.005863127091772508,3.1856,0.005889627544225964,3.199998432784136,0.0008036158796544792,0.006428927037235833,0.006457984820328423,1.9839356296785222,1077.9274,0.2707,2.1656,2.175388186224675,732.7849,0.0009624775223343717,0.5229408039697564,0.0001313261687518223,0.0010506093500145784,0.0010553579462314823,0.3554999388111829,0.00017246562599032103
640,641,s120,RL,62.0,12677,Pave,No_alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218.0,Unf,0.0,300.0,1518.0,GasA,Ex,1,SBrkr,1518,0,0,1518,1,1,Ex,6,Typ,1,Gd,Attchd,RFn,2.0,588.0,TA,TA,Y,185,140,0,0,0,0,No_pool,No_fence,No_miscFeature,0,m4,y2008,WD,Normal,1,5,3,3,5,5,5,4,3,3,0,4,6,1,7,2,2,1,5,4,5,2008-4,0.0,1.5,1,146.60301733455495,3036.0,2656.5,1.5,7.5,202.4,0,140,11159,10834,1,0,0,0,1,1,1,1,1,0,53.598150033144236,2.1654221804855953,2.1654221804855953,2.0435917781858577,7.886163459246705,8.019520119654931,7.327595423935821,1.3132616875182228,1.3132616875182228,7.327595423935821,7.327595423935821,0,1_Gd,0.0001,NridgHt_Gd,NridgHt_1,8_Gd,0.0008,8_NridgHt,0.0064,0.00536936546968852,9.289192718923442,16070.632899999999,0.0007327595423935822,1.2677,0.005862076339148658,10.1416,0.005876379893094473,10.166345655686555,0.0008019520119654931,0.006415616095723945,0.006431270294955024,1.946575724368551,3367.64505,0.26565,2.1252,2.1303855197863326,705.6992250000001,0.001497461376222756,2.5906612972062115,0.00020435917781858577,0.0016348734225486862,0.0016388625381522882,0.5428801558750731,0.00041762673558688355
